;Class;Order;Family
denovo7546;Cyanobacteria;SubsectionI;FamilyI
denovo76535;Cyanobacteria;SubsectionIII;FamilyI
denovo72019;Cyanobacteria;SubsectionIV;FamilyI
denovo71944;Bacilli;Bacillales;Bacillaceae
denovo63902;Bacilli;Lactobacillales;Streptococcaceae
denovo62304;Clostridia;Clostridiales;Family XIII
denovo69110;Clostridia;Clostridiales;Lachnospiraceae
denovo6883;Clostridia;Clostridiales;Ruminococcaceae
denovo63357;Clostridia;Clostridiales;Ruminococcaceae
denovo6856;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae
denovo71806;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae
denovo7279;uncultured bacterium;0;0
denovo69068;Betaproteobacteria;Burkholderiales;0
denovo64267;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo75897;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo71375;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo62669;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo64663;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo62350;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo70862;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae
denovo73498;Gammaproteobacteria;Aeromonadales;Aeromonadaceae
denovo68377;Gammaproteobacteria;Alteromonadales;Alteromonadaceae
denovo66522;Gammaproteobacteria;Methylococcales;Crenotrichaceae
denovo75412;Gammaproteobacteria;Methylococcales;Crenotrichaceae
denovo64538;Gammaproteobacteria;Oceanospirillales;Halomonadaceae
denovo74265;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
denovo74489;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
denovo71219;Gammaproteobacteria;Run-SP154;uncultured bacterium
denovo66989;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo70512;uncultured bacterium;0;0
denovo72750;OPB35 soil group;uncultured bacterium;0
denovo75417;Opitutae;Opitutae vadinHA64;uncultured bacterium
denovo71836;Spartobacteria;Chthoniobacterales;Chthoniobacterales Incertae Sedis
denovo69484;Actinobacteria;Frankiales;Sporichthyaceae
denovo7011;Actinobacteria;Micrococcales;Microbacteriaceae
denovo64029;Bacteroidetes vadinHA17;uncultured bacterium;0
denovo70781;Bacteroidia;Bacteroidales;Porphyromonadaceae
denovo6397;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo71366;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo62298;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo62478;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo62904;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo72217;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo73781;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo67860;Cyanobacteria;SubsectionI;FamilyI
denovo75024;Cyanobacteria;SubsectionI;FamilyI
denovo75506;Cyanobacteria;SubsectionIV;FamilyI
denovo66892;Elusimicrobia;Lineage IIb;uncultured bacterium
denovo7097;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae
denovo71388;Betaproteobacteria;Burkholderiales;0
denovo66939;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo73092;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo66599;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo71385;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo68214;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
denovo64930;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo74809;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo69141;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo66177;Spirochaetes;Spirochaetales;Spirochaetaceae
denovo72355;OPB35 soil group;0;0
denovo65063;Spartobacteria;Chthoniobacterales;Chthoniobacterales Incertae Sedis
denovo64801;Actinobacteria;Micrococcales;Microbacteriaceae
denovo69407;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo70725;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo66240;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
denovo69654;Verrucomicrobiae;Verrucomicrobiales;DEV007
denovo76496;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo64963;uncultured bacterium;0;0
denovo65753;Gammaproteobacteria;Methylococcales;pLW-20
denovo69229;Actinobacteria;Micrococcales;Microbacteriaceae
denovo68716;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo67714;Deltaproteobacteria;Myxococcales;Nannocystaceae
denovo75678;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo73778;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo75670;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo66201;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo69024;Actinobacteria;Micrococcales;Microbacteriaceae
denovo63512;Bacteroidia;Bacteroidales;Porphyromonadaceae
denovo74300;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo6352;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo65574;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo74212;Chlorobia;Chlorobiales;OPB56
denovo65204;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo70643;Cyanobacteria;SubsectionI;FamilyI
denovo73227;Cyanobacteria;SubsectionIII;FamilyI
denovo72797;Cyanobacteria;SubsectionIII;FamilyI
denovo73608;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
denovo66102;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo72610;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo68978;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo72127;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo74640;Betaproteobacteria;Neisseriales;Neisseriaceae
denovo74469;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo70819;Gammaproteobacteria;Aeromonadales;Aeromonadaceae
denovo65992;Gammaproteobacteria;Chromatiales;Chromatiaceae
denovo63673;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo7247;Actinobacteria;Micrococcales;Cellulomonadaceae
denovo66166;Actinobacteria;PeM15;uncultured bacterium
denovo69122;Bacteroidia;Bacteroidales;Rikenellaceae
denovo65302;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo68460;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo70473;Cyanobacteria;SubsectionI;FamilyI
denovo76389;Cyanobacteria;SubsectionI;FamilyI
denovo72214;Alphaproteobacteria;Rickettsiales;Rickettsiales Incertae Sedis
denovo64854;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo62279;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo68790;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae
denovo75574;Deltaproteobacteria;Oligoflexales;0319-6G20
denovo71792;Gammaproteobacteria;0;0
denovo7052;Gammaproteobacteria;Methylococcales;Crenotrichaceae
denovo6384;OPB35 soil group;uncultured bacterium;0
denovo74669;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo7348;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo7461;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo65644;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo68419;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae
denovo69207;uncultured bacterium;0;0
denovo7293;Planctomycetacia;Planctomycetales;Planctomycetaceae
denovo62459;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo73282;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
denovo63467;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo64234;Bacteroidetes vadinHA17;uncultured bacterium;0
denovo69604;Clostridia;Clostridiales;Ruminococcaceae
denovo66383;Actinobacteria;Frankiales;Sporichthyaceae
denovo63849;Sphingobacteriia;Sphingobacteriales;uncultured
denovo72845;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo69390;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae
denovo62430;Actinobacteria;Frankiales;Sporichthyaceae
denovo76294;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo64484;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo66900;Cyanobacteria;SubsectionI;FamilyI
denovo62826;uncultured bacterium;0;0
denovo74170;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo68677;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo75290;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo65865;Betaproteobacteria;Methylophilales;Methylophilaceae
denovo70103;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae
denovo678;Gammaproteobacteria;KI89A clade;0
denovo67946;uncultured bacterium;0;0
denovo677;OPB35 soil group;0;0
denovo67396;Bacteroidetes BD2-2;uncultured bacterium;0
denovo69531;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo73930;Phycisphaerae;Phycisphaerales;Phycisphaeraceae
denovo70197;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo64939;Cyanobacteria;SubsectionI;FamilyI
denovo632;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo65444;Cytophagia;Cytophagales;Cytophagaceae
denovo6444;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae
denovo72595;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae
denovo71496;Opitutae;Opitutae vadinHA64;0
denovo64172;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo74383;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo65659;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
denovo6151;Chloroplast;Guillardia theta;0
denovo71242;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
denovo67123;Actinobacteria;Micrococcales;Microbacteriaceae
denovo68469;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo66378;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo62215;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo71407;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo67027;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo70202;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo71037;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae
denovo73213;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo64837;Phycisphaerae;Phycisphaerales;Phycisphaeraceae
denovo68037;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo69465;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
denovo6842;Cytophagia;Cytophagales;Cytophagaceae
denovo63725;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo74495;Betaproteobacteria;Neisseriales;Neisseriaceae
denovo105033;Cytophagia;Cytophagales;Cytophagaceae
denovo109009;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo106081;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo108224;Flavobacteriia;Flavobacteriales;NS9 marine group
denovo103278;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo105938;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo108583;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo107540;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo108394;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo107209;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo10759;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo102387;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo108918;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo101665;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo10693;Bacteroidia;Bacteroidales;Rs-E47 termite group
denovo107636;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo102756;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo109189;Bacteroidetes Incertae Sedis;Order III;BIgi5
denovo104339;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo108375;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo102591;Bacteroidetes vadinHA17;uncultured bacterium;0
denovo109129;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo100893;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo109545;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo101858;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo10074;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo105852;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo102237;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
denovo104799;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo101873;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo103225;Cytophagia;Cytophagales;Cytophagaceae
denovo79529;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo99653;Actinobacteria;Frankiales;Sporichthyaceae
denovo76674;Actinobacteria;Micrococcales;Microbacteriaceae
denovo81696;Actinobacteria;Micrococcales;Microbacteriaceae
denovo91919;Actinobacteria;Micrococcales;Microbacteriaceae
denovo61242;Bacteroidia;Bacteroidales;Porphyromonadaceae
denovo80349;Bacteroidia;Bacteroidales;Rs-E47 termite group
denovo86589;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo98983;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo79384;Cytophagia;Cytophagales;Cytophagaceae
denovo85462;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo89606;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo59765;Flavobacteriia;Flavobacteriales;NS9 marine group
denovo5924;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo59624;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo86402;Sphingobacteriia;Sphingobacteriales;env.OPS 17
denovo93520;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo78605;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo8681;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo9764;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo86462;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo82937;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo94687;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo92007;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo83878;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
denovo98296;Chlorobia;Chlorobiales;OPB56
denovo92542;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo57028;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo59601;Caldilineae;Caldilineales;Caldilineaceae
denovo61114;Chloroplast;0;0
denovo93521;Chloroplast;0;0
denovo57278;Chloroplast;uncultured bacterium;0
denovo9840;Cyanobacteria;SubsectionI;FamilyI
denovo58160;Cyanobacteria;SubsectionI;FamilyI
denovo60144;Cyanobacteria;SubsectionI;FamilyI
denovo92774;Cyanobacteria;SubsectionI;FamilyI
denovo94036;Cyanobacteria;SubsectionI;FamilyI
denovo98825;Cyanobacteria;SubsectionI;FamilyI
denovo83399;Cyanobacteria;SubsectionI;FamilyI
denovo808;Cyanobacteria;SubsectionI;FamilyI
denovo81554;Cyanobacteria;SubsectionI;FamilyI
denovo99968;Cyanobacteria;SubsectionI;FamilyI
denovo59401;Cyanobacteria;SubsectionI;FamilyI
denovo97013;Cyanobacteria;SubsectionIII;FamilyI
denovo98458;Cyanobacteria;SubsectionIII;FamilyI
denovo61204;Cyanobacteria;SubsectionIII;FamilyI
denovo80928;Cyanobacteria;SubsectionIII;FamilyI
denovo84109;Cyanobacteria;SubsectionIII;FamilyI
denovo95011;Cyanobacteria;SubsectionIII;FamilyI
denovo61069;Cyanobacteria;SubsectionIII;FamilyI
denovo77351;Cyanobacteria;SubsectionIII;FamilyI
denovo90091;Melainabacteria;Caenarcaniphilales;0
denovo61390;Bacilli;Bacillales;Paenibacillaceae
denovo99189;Clostridia;Clostridiales;Ruminococcaceae
denovo85436;Candidatus Magasanikbacteria;uncultured bacterium;0
denovo58506;Candidatus Nomurabacteria;0;0
denovo60344;uncultured bacterium;0;0
denovo81952;Phycisphaerae;Phycisphaerales;Phycisphaeraceae
denovo78306;Alphaproteobacteria;Rhizobiales;A0839
denovo81742;Betaproteobacteria;Betaproteobacteria Incertae Sedis;Unknown Family
denovo9529;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo61319;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo79861;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo91742;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo77422;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo91168;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo83367;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo77705;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo82277;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo82817;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo92775;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo94474;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo81325;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo83119;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo83566;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo95686;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo86127;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
denovo90827;Betaproteobacteria;Methylophilales;Methylophilaceae
denovo84540;Betaproteobacteria;Neisseriales;Neisseriaceae
denovo97975;Betaproteobacteria;Neisseriales;Neisseriaceae
denovo95742;Betaproteobacteria;Nitrosomonadales;Gallionellaceae
denovo95695;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo97990;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo5815;Betaproteobacteria;TRA3-20;uncultured bacterium
denovo9994;Deltaproteobacteria;Desulfarculales;Desulfarculaceae
denovo59286;Deltaproteobacteria;Myxococcales;P3OB-42
denovo86501;Deltaproteobacteria;Myxococcales;uncultured
denovo82725;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo90440;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo94300;Gammaproteobacteria;Chromatiales;Halothiobacillaceae
denovo97356;Gammaproteobacteria;Methylococcales;Methylococcaceae
denovo59552;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
denovo90962;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
denovo92568;Gammaproteobacteria;Run-SP154;uncultured bacterium
denovo96489;Gammaproteobacteria;Thiotrichales;EV818SWSAP88
denovo98456;Gammaproteobacteria;Xanthomonadales;uncultured
denovo92948;Gammaproteobacteria;Xanthomonadales;uncultured
denovo82147;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
denovo8134;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo86206;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo97531;uncultured bacterium;0;0
denovo96231;OPB35 soil group;uncultured bacterium;0
denovo93109;OPB35 soil group;uncultured Verrucomicrobia bacterium;0
denovo91593;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo99110;Acidimicrobiia;Acidimicrobiales;Acidimicrobiales Incertae Sedis
denovo9582;Actinobacteria;Frankiales;Sporichthyaceae
denovo97165;Actinobacteria;Frankiales;Sporichthyaceae
denovo81593;Actinobacteria;Micrococcales;Microbacteriaceae
denovo91072;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo59358;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo93243;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo98273;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo78799;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo98995;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo86021;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo91231;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo57098;Chlorobia;Chlorobiales;OPB56
denovo95643;Chlorobia;Chlorobiales;OPB56
denovo59495;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo91017;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo93615;Chloroplast;uncultured cyanobacterium;0
denovo5746;Cyanobacteria;SubsectionI;FamilyI
denovo57370;Cyanobacteria;SubsectionI;FamilyI
denovo58935;Cyanobacteria;SubsectionI;FamilyI
denovo61144;Cyanobacteria;SubsectionI;FamilyI
denovo99927;Cyanobacteria;SubsectionI;FamilyI
denovo82868;Cyanobacteria;SubsectionI;FamilyI
denovo60054;Cyanobacteria;SubsectionI;FamilyI
denovo76794;Cyanobacteria;SubsectionI;FamilyI
denovo83989;Cyanobacteria;SubsectionI;FamilyI
denovo94435;Cyanobacteria;SubsectionI;FamilyI
denovo91092;Cyanobacteria;SubsectionIV;FamilyI
denovo80788;Cyanobacteria;SubsectionIV;FamilyI
denovo57246;Elusimicrobia;MVP-88;0
denovo92067;Clostridia;Clostridiales;Family XII
denovo92137;Clostridia;Clostridiales;Ruminococcaceae
denovo77476;uncultured bacterium;0;0
denovo79947;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo89712;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo80299;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo99775;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo6023;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo83774;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo81008;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo98554;Betaproteobacteria;Methylophilales;Methylophilaceae
denovo89895;Betaproteobacteria;Methylophilales;Methylophilaceae
denovo92573;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae
denovo83166;Deltaproteobacteria;Myxococcales;Blfdi19
denovo93805;Deltaproteobacteria;Oligoflexales;0319-6G20
denovo57143;Gammaproteobacteria;Pseudomonadales;Moraxellaceae
denovo92651;Gammaproteobacteria;Xanthomonadales;0
denovo58886;OPB35 soil group;uncultured bacterium;0
denovo58249;Opitutae;Opitutae vadinHA64;uncultured bacterium
denovo9624;Solibacteres;Solibacterales;Solibacteraceae (Subgroup 3)
denovo90735;Actinobacteria;Micrococcales;Microbacteriaceae
denovo95441;Actinobacteria;Micrococcales;Microbacteriaceae
denovo98727;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo98123;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo98893;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo95918;Chlorobia;Chlorobiales;OPB56
denovo96234;Dehalococcoidia;MSBL5;uncultured bacterium
denovo97869;Chloroplast;0;0
denovo78231;Cyanobacteria;SubsectionI;FamilyI
denovo99469;Elusimicrobia;Lineage IIb;uncultured bacterium
denovo57814;Elusimicrobia;Lineage IV;uncultured bacterium
denovo85885;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo95243;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo97970;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo85538;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo78728;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo95216;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo78945;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo99157;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo57189;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae
denovo58591;Gammaproteobacteria;Aeromonadales;Aeromonadaceae
denovo93480;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo57751;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo97552;Acidimicrobiia;Acidimicrobiales;uncultured
denovo85750;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo99512;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo58407;Chlorobia;Chlorobiales;OPB56
denovo92375;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo61118;Chloroplast;0;0
denovo85362;Chloroplast;0;0
denovo78787;Cyanobacteria;SubsectionI;FamilyI
denovo95747;Cyanobacteria;SubsectionI;FamilyI
denovo86161;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo59237;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo98173;Betaproteobacteria;SC-I-84;0
denovo86343;Gammaproteobacteria;Chromatiales;Chromatiaceae
denovo57307;Gammaproteobacteria;Methylococcales;Methylococcaceae
denovo86319;uncultured bacterium;0;0
denovo9182;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo92380;Clostridia;Clostridiales;Christensenellaceae
denovo82584;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo76836;Betaproteobacteria;Neisseriales;Neisseriaceae
denovo94275;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae
denovo854;Actinobacteria;Frankiales;Sporichthyaceae
denovo82744;Bacteroidia;Bacteroidales;Prolixibacteraceae
denovo94618;0;0;0
denovo91889;Sphingobacteriia;Sphingobacteriales;KD3-93
denovo81862;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo80715;Actinobacteria;Frankiales;Sporichthyaceae
denovo84244;Actinobacteria;PeM15;uncultured bacterium
denovo89819;Bacteroidetes vadinHA17;uncultured Bacteroidetes bacterium;0
denovo94203;Cytophagia;Cytophagales;Cytophagaceae
denovo94787;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo9492;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo57531;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo85823;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo85271;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
denovo83388;Chloroflexia;Chloroflexales;Roseiflexaceae
denovo77682;Chloroplast;0;0
denovo78888;Cyanobacteria;SubsectionIII;FamilyI
denovo98116;Cyanobacteria;SubsectionIV;FamilyI
denovo81327;Candidatus Uhrbacteria;0;0
denovo80625;uncultured bacterium;0;0
denovo94961;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo96816;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo85766;Gammaproteobacteria;Cellvibrionales;Halieaceae
denovo5705;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
denovo9247;OPB35 soil group;uncultured bacterium;0
denovo58397;OPB35 soil group;uncultured bacterium;0
denovo90893;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo81136;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo76561;Actinobacteria;Frankiales;Sporichthyaceae
denovo60976;Actinobacteria;Micrococcales;Intrasporangiaceae
denovo97443;Actinobacteria;Micrococcales;Microbacteriaceae
denovo77200;Actinobacteria;Micrococcales;Microbacteriaceae
denovo91031;Actinobacteria;Micrococcales;Microbacteriaceae
denovo81916;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo97705;Sphingobacteriia;Sphingobacteriales;Lentimicrobiaceae
