OUT,Phylum,Order,Class,Family,Species
denovo121508,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured
denovo144639,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo63070,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29 marine group
denovo25042,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,uncultured
denovo63888,Proteobacteria,Gammaproteobacteria,KI89A clade,uncultured bacterium,
denovo35516,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter
denovo141512,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo119754,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo158982,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo121071,Parcubacteria,uncultured bacterium,,,
denovo88680,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo18902,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo62229,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,Acidibacter
denovo89638,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudohongiella
denovo74297,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
denovo27155,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured
denovo88170,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo162926,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo60330,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo56775,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,Steroidobacter
denovo110748,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo25815,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo136047,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured
denovo24510,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,uncultured
denovo91928,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter
denovo75178,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo148528,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29 marine group
denovo129286,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus
denovo4354,Proteobacteria,Betaproteobacteria,SC-I-84,uncultured soil bacterium,
denovo51908,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,
denovo80878,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo101582,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo17730,Proteobacteria,Deltaproteobacteria,Bradymonadales,uncultured delta proteobacterium,
denovo28692,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Haliscomenobacter
denovo104659,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo3362,Proteobacteria,Gammaproteobacteria,Xanthomonadales,uncultured,
denovo125553,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo37954,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured
denovo95740,Verrucomicrobia,Spartobacteria,Chthoniobacterales,DA101 soil group,uncultured bacterium
denovo156891,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo28724,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo148487,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured
denovo51733,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Pseudarcicella
denovo142567,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo71384,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo159233,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo76243,Bacteroidetes,Bacteroidetes BD2-2,uncultured bacterium,,
denovo74109,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo129752,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vogesella
denovo86763,Parcubacteria,uncultured bacterium,,,
denovo24273,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothricoides
denovo71083,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo36786,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo35531,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo1716,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo25943,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo51896,Verrucomicrobia,OPB35 soil group,,,
denovo75057,Spirochaetae,Spirochaetes,Spirochaetales,Brevinemataceae,Brevinema
denovo69153,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,uncultured
denovo71857,Proteobacteria,Gammaproteobacteria,KI89A clade,,
denovo24456,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
denovo18553,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade
denovo83678,Parcubacteria,uncultured bacterium,,,
denovo61239,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothricoides
denovo140408,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo46538,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo146404,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Dinghuibacter
denovo1808,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Prolixibacter
denovo21666,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,[Cytophaga] xylanolytica group
denovo38925,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo118503,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29 marine group
denovo133640,Verrucomicrobia,OPB35 soil group,,,
denovo83337,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
denovo96442,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
denovo26804,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo12841,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo66345,Acidobacteria,Holophagae,Subgroup 10,ABS-19,
denovo141481,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,
denovo131139,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix
denovo75290,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
denovo75068,Parcubacteria,uncultured bacterium,,,
denovo52667,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium
denovo61756,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo2034,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,uncultured
denovo12914,Bacteroidetes,Bacteroidetes BD2-2,uncultured bacterium,,
denovo163019,Proteobacteria,Deltaproteobacteria,Bradymonadales,uncultured bacterium,
denovo71706,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
denovo15422,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo16486,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo91375,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
denovo98580,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo155252,Peregrinibacteria,uncultured bacterium,,,
denovo56601,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Leptolyngbya
denovo38240,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,
denovo22682,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Kushneria
denovo4134,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Deferrisoma
denovo69422,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas
denovo123275,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo104489,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo144738,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium
denovo15032,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo144860,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo6233,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo139699,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium
denovo100385,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,
denovo96790,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Sulfuritalea
denovo104851,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo32488,Bacteroidetes,Flavobacteriia,Flavobacteriales,NS9 marine group,
denovo23839,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo20768,Acidobacteria,Subgroup 6,uncultured bacterium,,
denovo28040,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas
denovo29144,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Dinghuibacter
denovo35530,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo44675,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo158521,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
denovo79716,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
denovo59730,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo43051,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo54826,Bacteroidetes,Flavobacteriia,Flavobacteriales,NS7 marine group,uncultured bacterium
denovo141688,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter
denovo83496,Parcubacteria,uncultured bacterium,,,
denovo126960,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo66023,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo162214,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo44488,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,Acidibacter
denovo98892,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geothermobacter
denovo136391,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,uncultured
denovo114313,Parcubacteria,uncultured bacterium,,,
denovo46395,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo107987,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Candidatus Aquirestis
denovo126577,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,
denovo86223,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila
denovo11278,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo141928,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
denovo85588,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter
denovo64049,Proteobacteria,Betaproteobacteria,,,
denovo38571,Parcubacteria,Candidatus Nomurabacteria,,,
denovo26419,Parcubacteria,Candidatus Azambacteria,uncultured bacterium,,
denovo88973,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo44523,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Microcystis
denovo28074,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
denovo52269,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium
denovo119999,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured
denovo100645,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,uncultured
denovo140684,Bacteroidetes,Bacteroidetes BD2-2,uncultured bacterium,,
denovo89203,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacterales Incertae Sedis,Terrimicrobium
denovo156560,Proteobacteria,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,Thiovirga
denovo98937,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,uncultured
denovo68668,Elusimicrobia,Elusimicrobia,Lineage IIb,uncultured bacterium,
denovo121933,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo70453,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo32335,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo99725,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo120829,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo47117,Verrucomicrobia,OPB35 soil group,,,
denovo114612,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,uncultured
denovo97777,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo136112,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo91864,Parcubacteria,,,,
denovo86041,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo38045,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo122037,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured bacterium
denovo35382,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured
denovo137014,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Limnoluna
denovo4227,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo134751,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,uncultured
denovo132500,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo63330,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,
denovo130903,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo163536,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo14840,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,uncultured
denovo88053,WS6,uncultured candidate division WS6 bacterium,,,
denovo134945,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
denovo154356,Proteobacteria,Deltaproteobacteria,Bradymonadales,uncultured bacterium,
denovo97183,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium
denovo35038,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo61944,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo14159,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
denovo140394,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo79977,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,
denovo106422,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter
denovo156194,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Alterococcus
denovo3626,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,
denovo87889,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade
denovo102382,Omnitrophica,uncultured bacterium,,,
denovo106584,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium
denovo43124,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo54220,Verrucomicrobia,Spartobacteria,Chthoniobacterales,LD29,uncultured bacterium
denovo116387,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,uncultured
denovo108311,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo47387,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo163172,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Solitalea
denovo126360,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter
denovo102049,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo155395,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacterales Incertae Sedis,Terrimicrobium
denovo56847,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
denovo24445,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,uncultured
denovo153067,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
denovo65056,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,uncultured
denovo159220,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo76038,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo119467,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo3268,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Lewinella
denovo14167,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Haliscomenobacter
denovo84812,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Lentimicrobiaceae,uncultured bacterium
denovo15004,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo147507,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo113496,Aminicenantes,uncultured bacterium,,,
denovo13921,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
denovo107240,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,uncultured
denovo99693,Proteobacteria,Gammaproteobacteria,Thiotrichales,EV818SWSAP88,uncultured bacterium
denovo144551,Proteobacteria,Gammaproteobacteria,,,
denovo145695,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,uncultured
denovo88268,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,
denovo134657,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo14236,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,uncultured
denovo113439,Parcubacteria,uncultured bacterium,,,
denovo85489,Parcubacteria,uncultured bacterium,,,
denovo149771,Lentisphaerae,Lentisphaeria,Victivallales,uncultured bacterium,
denovo103627,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,
denovo24839,Cyanobacteria,Cyanobacteria,SubsectionII,FamilyII,Chroococcidiopsis
denovo157806,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo111161,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo76358,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Cyanobacterium
denovo27537,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Cyanobacterium
denovo30042,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,uncultured bacterium
denovo28584,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter
denovo146657,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Terrimonas
denovo145245,Bacteroidetes,Flavobacteriia,Flavobacteriales,NS9 marine group,uncultured bacterium
denovo99420,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
denovo45041,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo115299,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo79162,Verrucomicrobia,Opitutae,Opitutae vadinHA64,uncultured bacterium,
denovo62071,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio
denovo35186,Proteobacteria,Betaproteobacteria,SC-I-84,uncultured Rhodocyclaceae bacterium,
denovo128059,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured
denovo126512,Parcubacteria,Candidatus Azambacteria,uncultured bacterium,,
denovo1785,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo34290,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,uncultured,uncultured Saprospiraceae bacterium
denovo72635,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo61687,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo89847,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo86439,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured
denovo27589,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo79487,Bacteroidetes,Bacteroidetes BD2-2,uncultured bacterium,,
denovo38085,Acidobacteria,Holophagae,Subgroup 7,,
denovo27600,Saccharibacteria,uncultured bacterium,,,
denovo93724,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo135364,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo6451,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo82377,Proteobacteria,Gammaproteobacteria,uncultured,uncultured bacterium,
denovo29430,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,uncultured
denovo104687,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter
denovo90890,Bacteroidetes,SB-5,uncultured bacterium,,
denovo3007,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothricoides
denovo91109,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,
denovo146379,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo87322,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Pseudarcicella
denovo19965,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus
denovo68997,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas
denovo44336,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo146402,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Candidatus Methylopumilus
denovo124028,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium
denovo107583,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo6575,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo105737,Parcubacteria,Candidatus Moranbacteria,uncultured bacterium,,
denovo61355,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
denovo94986,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,uncultured
denovo15777,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo65241,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Candidatus Amoebophilus
denovo162871,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo42578,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo12848,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo85205,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
denovo91966,Bacteroidetes,Bacteroidetes BD2-2,uncultured Bacteroidetes bacterium,,
denovo72838,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo132324,Verrucomicrobia,Opitutae,Opitutae vadinHA64,uncultured bacterium,
denovo25891,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo21460,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,uncultured
denovo65921,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo144152,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured
denovo98941,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo67466,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo35275,Parcubacteria,uncultured bacterium,,,
denovo96428,Proteobacteria,Betaproteobacteria,Burkholderiales,,
denovo51572,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,
denovo76497,SR1 (Absconditabacteria),uncultured candidate division SR1 bacterium,,,
denovo641,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured
denovo119801,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo120116,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium
denovo132153,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo107189,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo12811,Proteobacteria,Gammaproteobacteria,Methylococcales,pLW-20,uncultured bacterium
denovo93406,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
denovo148499,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo78619,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo129188,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo4082,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo55650,Parcubacteria,uncultured bacterium,,,
denovo127040,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo159237,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Planktoluna
